index,kategori,subkategori,location/city,nama,deskripsi
607,Sponsor,Alat Rumah Tangga,-,Citra Karya Teknik,"Citra Karya Teknik merupakan perusahaan instalasi peralatan keamanan seperti CCTV, Access Control, Guard Tour System Terbaik di Jakarta Indonesia. Cek Produk dan Katalog kami sekarang. Dapatkan Penawaran Harga Terbaik dari Produk Terlengkap kami melalui Marketing Citra Karya Teknik. Pesan sekarang j"
608,Sponsor,Alat Rumah Tangga,-,Esteem Supplies,"ESTEEM SUPPLIES melayani aneka kebutuhan untuk Hotel, Rumah Sakit, kebutuhan Spa dan Media Promosi anda. PRODUK PRODUK KAMI ADALAH SBB A. KEBUTUHAN HOTEL 1. DENTAL KIT JET SUPER JORDAN CRYSTAL SUMI 2. SANDAL SANDAL HOTEL TOWEL HANDUK WAFFEL SPONS SPONS EMBOSS 3. SHOWER CAP P"
609,Sponsor,Alat Rumah Tangga,-,PT. ALFAN  MECHATRONICS  INNOVATION,"PT. INOVASI ALFAN MECHATRONIS Malang perusahaan yang bergerak di bidang mekanikal elektrikal plumbing dan lanskap menerima jasa mulai dari survey, perencanaan, perancangan, konsultan, estimator, penyusunan RAB, manufaktur, serta pelaksana instalasi"
610,Sponsor,Alat Rumah Tangga,-,PT. Yanmaris Mitra Sarana,"Perusahaaan kami menjual steam boiler, peralatan hotel, mesin laundry, chemical laundry dan kebersihan dan barang barang penunjang proyek perumahaan, gedung dan industri. Barang kami produksi adalah barang hotel seperti troli, dapur, tempat sampah yang bisa custom sesuai permintaan. Kami membant"
611,Sponsor,Alat Rumah Tangga,-,CV. INDUS CHEMIKA SUPLINDO,"CV. INDUS CHEMIKA SUPLINDO adalah sebuah perusahaan yang bergerak dalam bidang pemeliharaan industri produk baik untuk perawatan gedung, maupun perawatan mesin pabrik."
612,Sponsor,Alat Rumah Tangga,-,PT. Sarana Mitra Inti Global,Bisnis kami terbagi menjadi A. Perdagangan Bahan Kimia Pelapisan Tinta Perawatan Pribadi Makanan dan Minuman Plastik Minyak Gas Tekstil Aux. Dan Lainnya B. Desain Aplikasi Penyedia jasa C.Peralatan Medis Oksigenerator  
613,Sponsor,Alat Rumah Tangga,-,CV. SAMUDERA TEKNIKINDO SELARAS,"CV. SAMUDERA TEKNIKINDO SELARAS, merupakan perusahaan yang bergerak dibidang Perdagangan Umum General Supplier dengan 2 dua divisi yaitu Perbaikan Perawatan mesin Industri khusus Electrical dan Import product part machine. Kami men suplai semua merk dengan kebutuhan pabrik maupun bergerak di"
614,Sponsor,Alat Rumah Tangga,-,CV. Elbasa Focus Utama,CV. Elbasa Focus Utama di bentuk dan dikerahkan dengan dasar untuk memenuhi pelayanan pengadaan barang dan jasa beserta konsultasinya di dunia Pendidikan pada khususnya dan dunia Industri pada umumnya. Melihat perkembangan dunia Pendidikan terutama SMK Sekolah Menengah Pertama serta Pendidikan VO
615,Sponsor,Alat Rumah Tangga,-,Pasang Pipa Air Panas,Pasang Pipa Air Panas PPRInstalasi air panas dingin instalasi air panas gas instalasi air panas hotel instalasi air panas water heater instalasi air panas Wika Tukang Pasang Instalasi Pipa Air Panas Dingin instalasi air rumah instalasi pemanas air instalasi plumbing instalasi plumbing adalah instalasia
616,Sponsor,Alat Rumah Tangga,-,PT. Jokung Indonusa Semesta,"UMUM SUPPLIER TRADING DAN KONTRAKTOR SIPIL DAN MEKANIK LISTRIK JASA PERBAIKAN LISTRIK TEGANGAN MENENGAH DAN TEGANGAN RENDAH PLN, PENGADAAN INSTALASI LISTRIK BARU PLN , KONTRUKSI LISTRIK GEDUNG MALL JALAN RAYA BORING KABEL PLN"
617,Sponsor,Alat Rumah Tangga,-,CV. Colossal Art Indonesia,"Coba Tanya dan konsultasikan saja, GRATIS. karena bisa membantu anda adalah kepuasan bagi kami Karena Rezeki tidak selalu bernilai dengan uang BISNIS BUKAN MASALAH UNTUNG DAN RUGI, TAPI SURGA DAN NERAKA "
618,Sponsor,Alat Rumah Tangga,-,Bumi Indah Putra,INFO PRODUK AJI NUGRAHA 081255557797
619,Sponsor,Alat Rumah Tangga,-,PT. Pilar Media Nusantara,"PT. PILAR MEDIA NUSANTARA PROFIL Kami adalah Perusahaan yang bergerak di bidang Pengembangan Multimedia, desain dan penjualan Sistem CATV SYSTEM SMATV SYSTEM MATV SYSTEM TV KABEL. Produk Kami Meliputi Perangkat Headend MATV Studio TV Kabel Headend CATV , Perangkat RF Distri"
620,Sponsor,Alat Rumah Tangga,-,Sumber Berkat Abadi,MEMBERIKAN KUALITAS BAIK DENGAN HARGA YANG KOMPETITIF JAMINAN ANDA PUAS 100 
621,Sponsor,Alat Rumah Tangga,-,CV. Mitra Usaha Mandiri,"Perusahaan pengelolaan filter udara yang terpercaya menghasilkan air bersih layak dikonsumsi. Penyediaan Mesin Ro Air Laut, Mesin Ro Air Payau, Mesin Desalinasi Air Laut, Mesin Penyulingan Air Laut, Mesin Pengolah Air Laut Menjadi Air Tawar, Mesin Swromesin Ro Murah, Jual Pasir Silika Murah, Agen Pa"
622,Sponsor,Alat Rumah Tangga,-,PT. Arya Pancarindo Perkasa,Kami PT. Arya Pancarindo Perkasa APP adalah perusahaan yang menyiapkan 1. Audio Sistim dinstansi baik pemerintah maupun swasta. 2. Audio Selektor pendukungnya. 3. LCD Proyektor perangkatnya 4. CCTV 5. Instalasi Listrik di Pabrik dan Perumahan. 6. Detektor Asap dan Panas 7. Panggilan Mobil 8. Paging
623,Sponsor,Alat Rumah Tangga,-,Trijaya Arsitek,TRIJAYA ALUMINIUM SPESIALIS ALUMINIUM DAN KACA 
624,Sponsor,Alat Rumah Tangga,-,PT. ANDALAN BANGUN SEJAHTERA,"Hubungi Pemasaran Bpk Juni 08111980702 Pemasaran Ibu Pera 085210207070 Telp 021 42803207 Faks 021 42803208 email sales  Suplier alat alat laboratorium Instrumen untuk berbagai keperluan alat alat laboratorium Mikrobiologi, Kimia dan Reagen, Peralatan"
625,Sponsor,Bahan Bangunan,-,Hi Steel,"Hai Steel salah satu bisnis PT. Hijrah Insan Karima yang menjual beberapa produk, seperti Besi Beton, Baja H Beam, Baja WF, Baja Ringan Kanal C, Reng Galvalume, Cakar Ayam, Ring Besi, Wiremesh, Hollow Besi, Hollow Galvanis, Pipa Besi, Pipa Galvanis, Siku Besi, Siku Lubang, Plat Besi, Bordes, Genteng"
626,Sponsor,Bahan Bangunan,-,PT. Filwerd Indonesia Solusindo,"Kami menawarkan berbagai macam Produk Jasa Penyediaan Perlengkapan Pengarsipan Filling System , Pergudangan Gudang Sistem Inventaris , Steel Door Fire Door, serta Shopfitting dan Furniture Kantor lainnya. Kami sangat berharap perusahaan kami dapat bekerja sama dengan perusahaan Bapak Ibu."
627,Sponsor,Bahan Bangunan,-,CV. Rizki Surya Cemerlang,CV RIZKI SURYA CEMERLANG adalah perusahaan Facility Service Professional yang didukung oleh infrastruktur memadai yang telah dibangun dengan kuat. Di samping itu Cv.Rizki Surya Cemerlang juga memiliki manajemen dan para pengawas berpengalaman yang telah dilatih dengan sangat baik dengan standar budi pekerti 
628,Sponsor,Bahan Bangunan,-,PT. Zahra Inti Retsuna,"PT. ZAHRA INTI RETSUNA adalah perusahaan yang bergerak sebagai distributor dan agen tunggal dari berbagai jenis merk valve, pipa, fitting dan instrument terkemuka di Jakarta. Perusahaan kami melayani kebutuhan tidak hanya untuk pasar di Indonesia tetapi juga untuk pasar di luar negeri."
629,Sponsor,Bahan Bangunan,-,PT. Pro Arta Jaya,"PT.Pro Arta Jaya PT.Pro Arta Jaya adalah perusahaan yang bergerak dalam bidang supplier, stockist,Import untuk keperluan industri. Perkenalan kami disini untuk melayani dan mengajak kerjasama dalam pengadaan perusahaan yang Bapak Ibu pimpin dalam memenuhi kebutuhan di p"
630,Sponsor,Bahan Bangunan,-,CV. Atap Rumah Kita,"CV. ATAP RUMAH KITA Atap Rumah Kita merupakan perusahaan yang bergerak di bidang penjualan dan pemasangan atap untuk rumah, gedung, dan bangunan komersial lainnya. Atap Rumah Kita telah berdiri sejak tahun 2018 dan telah melayani ribuan pelanggan di seluruh Indonesia,mulai dari Rum"
631,Sponsor,Bahan Bangunan,-,Royal Stone Indonesia,"Batu Kerajaan PT Dharmala Prima Sakti Royal Stone Indonesia adalah Importir Produsen Eksportir Berbagai macam batu alam seperti Granit, Marmer, Onyx, Batu Pasir, Travertine, Serpegiante Kami juga meyediakan Jasa Potong, Tiang dan Bevel batu alam tersebut Telp 021 4288 4365 Whatsapp 0815"
632,Sponsor,Bahan Bangunan,-,PT. Bangun Tiara Teknik,"Kami menjual segala ukuran Pipa Baja, Galvanis, SS304, SS316Fitting elbow, reducer, tee peredam FlangeValveConnector swagelok, Parker "
633,Sponsor,Bahan Bangunan,-,PT. Catur Jaya Anugerah,"Kami merupakan Distributor Pipa Galvanis, Pabrik Galvalum Surabaya, Pabrik Pagar BRC Surabaya, Supplier Galvalum Surabaya, Supplier Pagar BRC, Jasa Pencelupan Galvanis di Indonesia. Cek Produk dan Katalognya sekarang juga, dapatkan Penawaran Harga Terbaik dan Terpercaya. Hubungi Kami 0823 3806 541"
634,Sponsor,Bahan Bangunan,-,CV. Rumah Solusi Group,"Selamat datang di CV. Grup Rumah Solusi. CV. Rumah Solusi Group merupakan perusahaan yang menyediakan Pintu PVC, Pipa dan sanitasi yang langsung diproduksi dan dikirim dari pabrik. Percayakan kebutuhan lis plafon pvc anda pada kami, karena harga yang kami berikan sangat terjangkau d"
635,Sponsor,Bahan Bangunan,-,PT. Djuli Indonesia Perkasa,"PT. DJULI INDONESIA PERKASA merupakan perusahaan agen Pancang Hammer di Indonesia. Kami menjual alat pancang, alat pemukul tiang, juga pondasi tiang pancang. Diesel Hammer yang Kami tawarkan sangat lengkap, termasuk Diesel Hammer Kodok dan Kami juga menjual Pilling Machine."
636,Sponsor,Bahan Bangunan,-,PT. Denko Wahana Sakti,"PT. Denko wana sakti adalah Importir Scissor Lift, Hand Lift, Hand Pallet, Hand Lift Stacker, Hand Lift Stacker Electric, Hand Stacker, Hand Stacker Electric, Scissor Lift, Jual Scissor Lift, Electric Scissor Lift, Jual Scissor Lift Allumunium, Electric Full Scissor, Jual Scissor Lift, mobile crane"
637,Sponsor,Bahan Bangunan,-,Liberton,"Distributor Importir Bahan Insulasi Rockwool Glasswool Greenwool Ceramic Fiber Rubber Flex Aluminium Foil Akustik Gypsum Plafon Thermal Foil Conwood Karpet PU, Dll."
638,Sponsor,Bahan Bangunan,-,PT. Hastin Multi Teknik,"Perusahaan ini didirikan pada tahun 2022. Perusahaan kami telah beroperasi sebagai badan usaha sah yang menyediakan barang dan jasa untuk industri kimia dan bahan curah. Kami memiliki banyak pengalaman untuk menangani permasalahan mendasar yang sering muncul di industri pulp dan kertas, pertambangan, dan ketenagalistrikan. Kami berkolaborasi"
639,Sponsor,Bahan Bangunan,-,CV. Aneka Steel Teknik,"Distributorbesurabaya.com CV. Aneka Steel Teknik merupakan distributor besi di Surabaya Indonesia Terlengkap. Cek aneka solusi yang kami sediakan, dengan pilihan produk terlengkap. Dapatkan penawaran spesial harga terjangkau melalui Admin Marketing kami melalui WhatsApp, Telepon, Email."
640,Sponsor,Bahan Bangunan,-,CV. Sumber Makmur Cemerlang,"CV. Sumber Makmur Cemerlang adalah perusahaan yang bergerak di bidang supply barang mekanikal, elektrikal dan plumbing. Yang didukung oleh produk dan merk ternama seperti 1. Pipa dan fitting PPR merk TORO 25 2. Pipa dan fiting PPR merk RUCIKA 3. Pipa dan fitting PVC merk RUCIKA 4. Pipa da"
641,Sponsor,Bahan Bangunan,-,PT. Eldira Cipta Prima,"PT. Eldira Cipta Prima merupakan Supplier Pneumatic dan Hydraulic Terlengkap di Surabaya. Mulai dari Pneumatic merk Eldira, VPC, TPC, CDC, SMC, CKD. Hingga Hidrolik merk Yuken, Jaguar, Nucleo, Hydromax, Nachi, Toyox. Anda bisa menghubungi kami melalui WhatsApp, Telepon, Email."
642,Sponsor,Bahan Bangunan,-,Subur Teknik Pratama,"Kami merupakan distributor dan spesialis untuk produk Spiral Wound Gasket, Carbonized Fiber Packing, Expanded Graphite with wire packing, Aramid Fiber packing, Ramie Packing, Gasket Tombo, Gland packing, Asbestos PTFE packing, Ceramic Packing, Fiberglass Packing dan lainnya dengan harga terjangkau."
643,Sponsor,Bahan Bangunan,-,CV. Tunggal Perkasa,"Jualpipasni.com CV. Tunggal Perkasa merupakan supplier stockist produk industri Pipa, Fitting Drat, Fitting Las, Flange, Valve Industri, Besi Baja, dll terlengkap di Jakarta. Cek aneka solusi yang kami sediakan, dapatkan penawaran spesial harga terjangkau melalui Admin Marketing kami via Whats"
644,Sponsor,Bahan Bangunan,-,CV. Beta Construction,"Konstruksibajasurabaya.com Beta Construction merupakan perusahaan yang menyediakan layanan jasa konstruksi baja WF, konstruksi baja berat terbaik di Surabaya. Cek aneka solusi layanan kami dapatkan penawaran spesial harga terjangkau melalui Admin Beta melalui WhatsApp, Telepon atau Email."
645,Sponsor,Bahan Bangunan,-,PT. ELANG MAS TEHNIK,"PT. Elang Mas Tehnik Merupakan perusahaan khusus dibidang conveyor system material handling dengan pengalaman berdiri sejak tahun 2000 mampu melayani kebutuhan pelanggan mulai dari pembuatan conveyor, pengadaan material sampai perawatan conveyor.Semua barang yang kami tawarkan bergaransi 12 bulan"
646,Sponsor,Bahan Bangunan,-,PT. Hikmah Jaya Sentosa,"HIKMAH JAYA SENTOSA Agen, Distributor Stockist Adalah Salah Satu Perusahaan Penyedia Komponen Dan Perangkat Otomatisasi Dengan Principal Utama Berada Di Jepang. Perusahaan Kami Menyediakan Harga Yang Kompetitif Kepada Seluruh Pelanggan Kami. Kami Bangga Dapat Memberikan Kepuasan Kepada"
647,Sponsor,Bahan Kimia,-,Supplier Oli & Grease Industri,"PT. ECO TANGGUH LUBRINDO merupakan salah satu perusahaan yang bergerak di bidang suplier atau penyalur solar dan pelumas dan gemuk.Kami siap melayani kebutuhan berbagai merk pelumas terkenal seperti PERTAMINA, SHELL, EXXONMOBIL, TOTAL, AGIP, PETROASIA, GULF, dll.PT. EC"
648,Sponsor,Bahan Kimia,-,Panca Jaya Equipment,0821 3400 0565 Panca Jaya Equipment merupakan Distributor Peralatan Bengkel Otomotif Terbaik di Surabaya Jawa Timur Indonesia. Cek Produk dan Katalog kami sekarang. Dapatkan Penawaran Harga Terbaik dari Produk Terlengkap kami melalui Sales Marketing Panca Jaya Equipment. Pesan sekarang juga Kon
649,Sponsor,Bahan Kimia,-,CV. Anugrah Alam,"Anugrah Alam AA adalah produsen pemasok Kalsium Karbonat yang berdiri sejak tahun 2001 yang berada di Tuban, Jawa Timur. AA memiliki jejak yang terbukti sebagai penghasil kalsium karbonat. Pasar kami untuk pelanggan yang tersebar di seluruh Jawa Jakarta, Surabaya, Gresik, Madiun dan banyak lagi"
650,Sponsor,Bahan Kimia,-,PT. Petrosorb Indonesia,PT. PETROSORB INDONESIA adalah perusahaan yang bergerak dibidang Perdagangan Bahan Bahan Kimia Industri.
651,Sponsor,Bahan Kimia,-,PT. Dinamis Pacific Trading,"PELAYANAN KAMI Misi kami berorientasi pada Menyediakan produk Oil Petrochemical, sebagai berikut Aspal Pelumas produk Petrokimia Polimer Karet"
652,Sponsor,Bahan Kimia,-,PT. Vira Interco,"APAPUN FORMULASINYA, KAMI DAPAT MENYESUAIKAN KEBUTUHAN ANDA Didirikan lebih dari 20 tahun yang lalu. Vira Interco mengembangkan reputasi yang kuat dalam memberikan layanan yang cepat, profesional, dan hemat biaya. Kami menyediakan rangkaian lengkap produk dan layanan formulasi khusus yang berkaitan dengan air limbah"
653,Sponsor,Bahan Kimia,-,PT. Eco Tangguh Lubrindo,"PT. ECO TANGGUH LUBRINDO merupakan supplier atau agen untuk oli pelumas dan gemuk. Kami siap melayani kebutuhan berbagai merk pelumas terkenal seperti PERTAMINA, SHELL, EXXON MOBIL, TOTAL, ENI, REPSOL, CASTROL, GULF, IDEMITSU, KLUBER, FUCHS dll. Hubungi 0815 832 0002 Telp WA "
654,Sponsor,Bahan Kimia,-,CV. Maju Jaya Abadi,"CV. Maju Jaya Abadi Berdiri Sejak Tahun 2016, Bergerak dalam bidang distributor dan supplier bahan kimia yang berlokasi di Tangerang. Kami menjual berbagai macam bahan kimia, Kimia Untuk INDUSTRI ,Maupun Tidak Industri lengkap, dapat disesuaikan dengan permintaan Anda. Beberapa contoh"
655,Sponsor,Bahan Kimia,-,Tiris Indonesia,"TIRIS INDONESIA merupakan perusahaan yang begerak dibidang pendingin. menjual Compressor AC, Sparepart AC, Chiller dan pendingin lainnya. temukan berbagai produk terbaik kami Kompresor Copeland, Kompresor Bristol, Kompresor Danfoss Maneurop, Kompresor Danfoss Performer Scroll, Kompresor Daiki"
656,Sponsor,Bahan Kimia,-,PT. Mandiri Niagamas Cemerlang,"PT. MANDIRI NIAGA MAS CEMERLANG adalah perusahaan penyedia alat kebutuhan industri seperti Gland Packing, Sheet Packing, Rubber Packing, Conveyor Belt, Industrial Machine, Machining, Heat Insulation, Rubber Lining, Casting, Mechanical Seal, Manufacturing, Elastomer Bearing Pad, Chemical Coal Additiv"
657,Sponsor,Bahan Kimia,-,Freddo Cooling Specialist,Kami Freddo Cooling Specialist merupakan penyedia komponen dan aksesoris refrigerasi yang berlokasi di Surabaya. Kami juga melayani konsultasi gratis solusi refrigerasi untuk kebutuhan spesifik sesuai dengan kebutuhan anda.
658,Sponsor,Bahan Kimia,-,PT. Persada Silver,"PRODUSEN VCI Plastik, VCI Plastik Produksi Indonesia, Jual Kertas Anti Karat, Jual Anti Karat Plastik, Jual VCI Plastik, Jual Kertas VCI, Distributor Kertas VCI, Distributor VCI Plastik, Jual Oli Anti Karat, Jual VCI Plastik Bubble wrap, Jual VCI Paper Sheet dan Roll merk Multiguard, Ferrogard, Branorost"
659,Sponsor,Bahan Makanan & Minuman,-,PT. Citra Mandiri Jaya Makmur,"Grosirbumbudapur.com PT. Citra Mandiri Jaya Makmur merupakan pabrik produsen micin MSG penyedap rasa Terlengkap di Surabaya. Cek aneka solusi yang kami sediakan, dapatkan penawaran spesial harga terjangkau melalui Admin Marketing kami melalui WhatsApp, Telepon, Email."
660,Sponsor,Bahan Makanan & Minuman,-,CV. Armoyo Kreasi Mandiri,"Armoyo Kreasi Mandiri banyak menjual magnet trap seperti magnet batang, magnet trap powder, magnet trap liquid, magnet plate dll. Kami juga memenuhi kebutuhan magnet disesuaikan kebutuhan di lokasi Profesional, fast respon, dan kualitas produk terbaik membuat kami dipercaya industri untuk ikutmemban"
661,Sponsor,Bahan Makanan & Minuman,-,MAHAKARYA PROMOSINDO,"Kualitas adalah modal utama kami demi menjaga kepercayaan pelanggan, moto kami BUKTI BUKAN JANJI "
662,Sponsor,Bahan Makanan & Minuman,-,PT. Korin Intiwira Sejahtera,PT. KORIN INTIWIRA SEJAHTERA adalah Merk Paten Product terkenal untuk Mesin Pengemas Otomatis di bidang Pengemasan Makanan dan Minuman Indonesia. Mesin Kemasan Otomatis buatan KORIN dikenal luas sejak tahun 1990 yang lalu menjadi pemimpin pasar yang inovatif dengan harga kompetitif dan pe
663,Sponsor,Bahan Makanan & Minuman,-,PT. Clio Surya Cemerlang,"PT. Clio Surya Cemerlang merupakan perusahaan yang bergerak di bidang distributor bahan bahan makanan dan minuman untuk industri, umkm, toko bahan kue, dan lain lain."
664,Sponsor,Bahan Makanan & Minuman,-,CV. Lewi Manunggal,"Lewi Manunggal telah berpengalaman ditunjuk untuk menjadi distributor tunggal di wilayah Jawa Timur dari berbagai macam produk terkenal di dunia oleh banyak perusahaan multinasional, seperti Cheil Jedang, Laboratorios Ovajero, Nippon Soda Co., dan sebagainya."
665,Sponsor,Bahan Makanan & Minuman,-,CV. JOANNA MANDIRI PERSADA,"PERKENALKAN Kami adalah perusahaan GENERAL TRADING, DISTRIBUTOR DAN SUPPLIER di bidang INDUSTRI MAKANAN SEPERTI SUSU BUBUK SUSU SKIM FULL CREAM POWDER CREAMER LOKAL DAN IMPORT COCOA POWDER DELFI BT. KAKAO PABRIK DEXTROSE MALTODEXTRIN KOPI VITENAM SR 1 CASD 11 KRIM KELAPA P"
666,Sponsor,Bahan Makanan & Minuman,-,CV. Warisan Nusantara Indoraya,"CV WARISAN NUSANTARA INDORAYA adalah Perusahaan yang bergerak dibidang PRODUKSI DAN DISTRIBUSI BERBAGAI MACAM KERUPUK. PRODUK UNGGULAN SAAT INI KERUPUK MAWAR , KERUPUK RANTAI , KERUPUK UYEL , KERUPUK PALEMBANG ."
